Date,Bankers Counter,Bankers Percent,All matches counter,All matches percent
2023-04-28,9,55.555599212646,121,66.1156997680664
2023-04-29,8,100,395,71.13919830322266
2023-04-30,11,90.909103393555,382,70.15709686279297
2023-05-01,2,100,83,72.28919982910156
2023-05-02,1,100,56,69.64289855957031
2023-05-03,8,75,128,71.09380340576172
2023-05-04,2,100,72,62.5
2023-05-05,5,100,131,73.28240203857422
2023-05-06,12,66.666702270508,307,65.14659881591797
2023-05-07,19,78.947402954102,387,64.08270263671875
2023-05-08,2,100,94,63.82979965209961
2023-05-09,4,75,46,71.73909759521484
2023-05-10,2,100,37,78.37840270996094
2023-05-11,1,100,27,66.66670227050781
2023-05-12,9,33.333301544189,164,58.536598205566406
2023-05-13,22,95.454544067383,385,70.64935302734375
2023-05-14,17,64.70588684082,292,67.123291015625
2023-05-15,7,57.142860412598,90,63.33333206176758
2023-05-16,3,33.333335876465,77,64.93506622314453
2023-05-17,1,100,77,66.2337646484375
2023-05-18,2,50,70,64.28571319580078
2023-05-19,10,80,181,64.64088439941406
2023-05-20,20,70,347,62.8242073059082
2023-05-21,21,61.904762268066,356,67.6966323852539
2023-05-22,1,100,76,72.36841583251953
2023-05-23,4,50,81,61.7283935546875
2023-05-24,3,66.66667175293,64,67.1875
2023-05-25,0,0,53,69.81131744384766
2023-05-26,2,50,121,76.85950469970703
2023-05-27,18,66.66667175293,309,71.84465789794922
2023-05-28,14,78.571426391602,293,61.43344497680664
2023-05-29,8,62.5,114,76.31578826904297
2023-05-30,4,75,37,70.27027130126953
2023-06-01,4,100,42,61.904762268066406
2023-06-02,7,57.142860412598,84,67.85713958740234
2023-06-03,4,50,221,70.13574981689453
2023-06-04,10,80,255,67.8431396484375
2023-06-05,5,60.000003814697,53,60.377357482910156
2023-06-06,2,100,52,73.07691955566406
2023-06-07,1,100,54,81.48148345947266
2023-06-08,2,100,43,67.44186401367188
2023-06-09,7,57.142860412598,66,69.69696807861328
2023-06-10,5,60.000003814697,124,73.38710021972656
2023-06-11,6,66.66667175293,173,72.83236694335938
2023-06-12,2,100,21,57.142860412597656
2023-06-13,1,100,18,61.11111068725586
2023-06-14,0,0,15,53.333335876464844
2023-06-15,0,0,15,73.33333587646484
2023-06-16,0,0,25,80
2023-06-17,0,0,108,64.81481170654297
2023-06-18,2,50,87,72.41378784179688
2023-06-19,1,100,37,70.27027130126953
2023-06-20,0,0,24,62.5
2023-06-22,0,0,42,76.19047546386719
2023-06-23,4,100,49,63.26530456542969
2023-06-24,1,0,114,70.1754379272461
2023-06-25,4,75,125,70.4000015258789
2023-06-26,1,0,21,76.19047546386719
2023-06-27,1,0,17,70.5882339477539
2023-06-28,4,0,46,54.34782409667969
2023-06-29,2,100,23,78.26087188720703
2023-06-30,2,100,32,68.75
2023-07-01,9,77.777778625488,120,69.16666412353516
2023-07-02,6,66.66667175293,148,62.83783721923828
2023-07-03,1,0,32,68.75
2023-07-04,0,0,25,76
2023-07-05,0,0,30,63.33333206176758
2023-07-06,3,100,17,76.47058868408203
2023-07-07,2,50,55,61.81818389892578
2023-07-08,3,100,131,73.2824478149414
2023-07-09,5,60.000003814697,127,64.56692504882812
2023-07-10,2,50,38,63.15789031982422
2023-07-11,2,50,23,52.173912048339844
2023-07-12,1,0,34,73.52941131591797
2023-07-13,2,50,46,58.695648193359375
2023-07-14,0,0,39,58.974361419677734
2023-07-15,10,70,127,66.14173126220703
2023-07-16,5,80,142,69.71830749511719
2023-07-17,2,0,33,60.60606384277344
2023-07-18,1,100,32,65.625
2023-07-19,0,0,21,76.19047546386719
2023-07-20,3,100,34,64.70588684082031
2023-07-21,0,0,51,76.47058868408203
2023-07-22,3,66.66667175293,155,62.58064651489258
2023-07-23,8,87.5,168,66.66667175292969
2023-07-24,1,0,34,64.70588684082031
2023-07-25,1,100,29,68.96551513671875
2023-07-26,1,100,22,59.09090805053711
2023-07-27,6,66.66667175293,58,74.13793182373047
2023-07-28,0,0,83,61.44578552246094
2023-07-29,1,0,210,67.61904907226562
2023-07-30,5,100,202,73.26732635498047
2023-07-31,4,100,44,75
2023-08-01,3,66.66667175293,22,68.18181610107422
2023-08-02,4,25,46,63.043479919433594
2023-08-03,12,66.66667175293,67,74.62686157226562
2023-08-04,3,100,86,70.93022918701172
2023-08-05,6,83.33332824707,305,63.93442916870117
2023-08-06,15,73.333335876465,243,67.90123748779297
2023-08-07,3,66.66667175293,56,66.07142639160156
2023-08-08,5,80,57,52.6315803527832
2023-08-09,5,100,39,74.35897827148438
2023-08-10,9,88.888893127441,46,67.39130401611328
2023-08-11,1,100,97,61.85566711425781
2023-08-12,6,83.33332824707,345,62.89855194091797
2023-08-13,10,90,268,70.14925384521484
2023-08-14,2,100,54,72.22222137451172
2023-08-15,4,100,110,68.18181610107422
2023-08-16,0,0,51,76.47058868408203
2023-08-17,6,100,51,72.54901885986328
2023-08-18,1,0,124,66.12903594970703
2023-08-19,4,0,393,69.72010040283203
2023-08-20,8,62.5,265,65.6603775024414
2023-08-21,2,100,80,66.25
2023-08-22,0,0,37,83.78378295898438
2023-08-23,0,0,48,75
2023-08-25,2,100,130,67.69230651855469
2023-08-26,3,33.333335876465,395,67.84810638427734
2023-08-27,10,30.000001907349,309,62.45954513549805
2023-08-28,2,50,111,68.46846771240234
2023-08-29,1,0,48,66.66667175292969
2023-08-30,2,100,38,65.78947448730469
2023-08-31,7,85.714286804199,68,70.5882339477539
2023-09-01,2,0,97,59.7938117980957
2023-09-02,10,70,362,68.78453063964844
2023-09-03,7,71.428573608398,294,70.74829864501953
2023-09-04,0,0,41,73.17073059082031
2023-09-05,0,0,31,58.06451416015625
2023-09-06,0,0,19,89.47368621826172
2023-09-07,1,100,17,47.05882263183594
2023-09-08,6,66.66667175293,40,57.5
2023-09-09,7,57.142860412598,162,71.60493469238281
2023-09-10,2,100,100,69
2023-09-11,1,100,20,55
2023-09-12,2,100,16,56.25
2023-09-13,1,100,18,61.11111068725586
2023-09-14,1,0,25,68
2023-09-15,6,83.33332824707,123,69.918701171875
2023-09-16,20,60.000003814697,361,67.59002685546875
2023-09-17,10,70,252,65.47618865966797
2023-09-18,2,50,56,64.28571319580078
2023-09-19,6,100,60,73.33333587646484
2023-09-20,4,75,60,70
2023-09-21,12,75,85,68.23529815673828
2023-09-22,6,66.66667175293,142,70.42253875732422
2023-09-23,14,78.571426391602,403,64.76426696777344
2023-09-24,13,92.307693481445,273,71.06227111816406
2023-09-25,4,50,55,67.2727279663086
2023-09-26,2,50,50,74
2023-09-27,11,54.545455932617,83,65.06024169921875
2023-09-28,2,100,57,66.66667175292969
2023-09-29,7,42.8571434021,117,63.24786376953125
2023-09-30,18,61.111110687256,394,64.97461700439453
2023-10-02,2,100,66,66.66667175292969
2023-10-03,3,66.66667175293,77,61.03895950317383
2023-10-04,4,100,49,71.42857360839844
2023-10-05,13,61.538463592529,75,64
2023-10-06,4,75,123,69.918701171875
2023-10-07,12,83.33332824707,420,64.04761505126953
2023-10-08,20,65,306,63.72549057006836
2023-10-09,2,0,51,76.47058868408203
2023-10-10,0,0,17,52.94117736816406
2023-10-11,0,0,14,71.42857360839844
2023-10-12,4,100,19,52.6315803527832
2023-10-13,2,100,40,62.5
2023-10-14,2,100,188,65.42552947998047
2023-10-15,8,62.5,109,67.88990783691406
2023-10-16,1,100,35,71.42857360839844
2023-10-17,2,50,20,50
2023-10-18,2,100,52,80.76922607421875
2023-10-19,1,100,33,57.57575607299805
2023-10-20,3,100,127,65.35433197021484
2023-10-21,22,72.727272033691,443,67.04288482666016
2023-10-22,13,92.307693481445,343,69.9708480834961
2023-10-23,1,100,60,53.333335876464844
2023-10-24,4,75,121,68.59503936767578
2023-10-25,4,75,50,70
2023-10-26,6,66.66667175293,67,71.64179229736328
2023-10-27,2,100,139,73.38129425048828
2023-10-28,19,68.421051025391,486,72.0164566040039
2023-10-29,26,76.923080444336,326,66.87117004394531
2023-10-30,5,100,55,80
2023-10-31,0,0,34,70.5882339477539
2023-11-01,4,100,51,72.54901885986328
2023-11-02,2,100,37,72.97296905517578
2023-11-03,3,33.333335876465,117,67.52136993408203
2023-11-04,14,92.857139587402,407,63.88206481933594
2023-11-05,16,43.75,332,69.27710723876953
2023-11-06,1,100,68,79.4117660522461
2023-11-07,1,100,59,64.40678405761719
2023-11-08,1,100,66,71.21212005615234
2023-11-09,5,80,83,73.49397277832031
2023-11-10,2,100,114,57.017539978027344
2023-11-11,11,90.90909576416,454,62.55506896972656
2023-11-12,15,60.000003814697,327,69.11314392089844
2023-11-13,0,0,33,57.57575607299805
2023-11-14,0,0,36,69.44444274902344
2023-11-15,0,0,23,60.869564056396484
2023-11-16,3,66.66667175293,19,68.42105102539062
2023-11-17,4,75,49,67.34693908691406
2023-11-18,3,66.66667175293,161,70.18633270263672
2023-11-19,2,100,94,67.02127075195312
2023-11-20,2,50,25,68
2023-11-21,2,50,60,68.33333587646484
2023-11-22,0,0,19,68.42105102539062
2023-11-23,0,0,48,72.91667175292969
2023-11-24,4,75,113,67.25663757324219
2023-11-25,24,75,398,68.34170532226562
2023-11-26,10,80,286,68.88111877441406
2023-11-27,2,100,50,70
2023-11-28,2,100,86,61.627906799316406
2023-11-29,2,50,64,67.1875
2023-11-30,6,83.33332824707,62,72.58065032958984
2023-12-02,9,66.66667175293,299,72.90969848632812
2023-12-03,17,88.235298156738,281,66.54804229736328
2023-12-04,2,100,49,71.42857360839844
2023-12-05,1,100,48,75
2023-12-06,6,83.33332824707,60,75
2023-12-07,4,100,47,72.34042358398438
2023-12-08,7,42.8571434021,112,66.96428680419922
2023-12-09,13,61.538463592529,258,71.7054214477539
2023-12-10,11,63.636363983154,219,63.92694091796875
2023-12-11,2,100,43,79.06977081298828
2023-12-12,1,0,38,68.42105102539062
2023-12-13,5,80,47,61.702125549316406
2023-12-14,4,100,51,66.66667175292969
2023-12-15,6,100,87,67.81609344482422
2023-12-16,20,55,311,65.9164047241211
2023-12-17,12,66.66667175293,170,68.23529815673828
2023-12-18,7,42.8571434021,34,58.82353210449219
2023-12-19,3,66.66667175293,67,71.64179229736328
2023-12-20,4,75,90,70
2023-12-21,5,80,50,62
2023-12-22,8,75,71,76.05633544921875
2023-12-23,11,81.818183898926,164,69.51219177246094
2023-12-24,2,100,54,77.77777862548828
2023-12-25,0,0,16,62.5
2023-12-26,9,66.66667175293,149,70.46979522705078
2023-12-27,2,100,34,70.5882339477539
2023-12-28,1,0,21,47.619049072265625
2023-12-29,3,66.66667175293,71,63.38028335571289
2023-12-30,7,85.714286804199,123,68.29268646240234
2023-12-31,1,100,22,72.7272720336914
2024-01-01,3,66.66667175293,84,71.42857360839844
2024-01-02,3,100,29,65.51724243164062
2024-01-03,6,66.66667175293,44,54.54545593261719
2024-01-04,0,0,18,61.11111068725586
2024-01-05,1,0,34,61.764705657958984
2024-01-06,6,66.66667175293,145,64.82758331298828
2024-01-07,5,80,102,71.5686264038086
2024-01-08,2,50,19,52.6315803527832
2024-01-09,2,50,28,78.57142639160156
2024-01-10,1,100,21,61.904762268066406
2024-01-12,1,0,55,65.45454406738281
2024-01-13,10,90,236,66.52542114257812
2024-01-14,9,88.888893127441,130,66.9230728149414
2024-01-15,3,100,25,80
2024-01-16,2,100,32,56.25
2024-01-17,0,0,34,82.35294342041016
2024-01-18,2,100,18,66.66667175292969
2024-01-19,4,25,47,63.82978439331055
2024-01-20,9,44.444446563721,230,69.13043212890625
2024-01-21,11,72.727272033691,191,65.44502258300781
2024-01-22,0,0,38,71.05262756347656
2024-01-23,0,0,78,69.23077392578125
2024-01-24,3,100,69,68.1159439086914
2024-01-25,3,33.333335876465,25,60.000003814697266
2024-01-26,3,66.66667175293,56,60.71428680419922
2024-01-27,21,66.66667175293,304,68.42105102539062
2024-01-28,8,100,226,69.02655029296875
2024-01-29,3,66.66667175293,39,66.66667175292969
2024-01-30,4,100,57,75.4385986328125
2024-01-31,6,100,78,57.69230651855469
2024-02-01,1,100,45,73.33333587646484
2024-02-02,2,100,88,67.04545593261719
2024-02-03,11,81.818183898926,335,67.46269226074219
2024-02-04,4,75,242,70.24794006347656
2024-02-05,2,100,52,67.30769348144531
2024-02-06,3,33.333335876465,60,68.33333587646484
2024-02-07,4,100,73,64.38356018066406
2024-02-08,0,0,37,70.27027130126953
2024-02-09,4,75,77,63.6363639831543
2024-02-10,10,80,340,64.11764526367188
2024-02-11,7,85.714286804199,269,69.51673126220703
2024-02-12,1,100,46,65.21739196777344
2024-02-13,5,100,91,72.52747344970703
2024-02-14,5,80,75,73.33333587646484
2024-02-15,5,60.000003814697,63,46.03174591064453
2024-02-16,2,100,124,67.74193572998047
2024-02-17,13,84.615386962891,418,63.15789031982422
2024-02-18,13,84.615386962891,336,67.85713958740234
2024-02-19,2,50,58,63.79310607910156
2024-02-20,1,0,87,60.91954040527344
2024-02-21,1,0,60,65
2024-02-22,3,66.66667175293,61,62.29507827758789
2024-02-23,3,66.66667175293,137,67.88320922851562
2024-02-24,16,75,466,68.88412475585938
2024-02-25,25,64,360,64.72222137451172
2024-02-26,5,60.000003814697,68,67.64705657958984
2024-02-27,1,100,106,66.98113250732422
2024-02-28,6,83.33332824707,78,70.5128173828125
2024-02-29,1,0,37,78.37837982177734
2024-03-01,3,100,140,72.14286041259766
2024-03-02,19,52.631580352783,535,65.42056274414062
2024-03-03,10,70,379,64.37995147705078
2024-03-04,3,66.66667175293,93,62.36559295654297
2024-03-05,2,50,86,69.76744079589844
2024-03-06,2,0,83,75.90361022949219
2024-03-07,5,40,44,68.18181610107422
2024-03-08,6,100,182,74.17581939697266
2024-03-09,13,61.538463592529,539,65.12059783935547
2024-03-10,13,76.923080444336,399,66.16541290283203
2024-03-11,1,100,74,70.27027130126953
2024-03-12,3,100,86,69.76744079589844
2024-03-13,0,0,76,71.05262756347656
2024-03-14,3,66.66667175293,53,67.92453002929688
2024-03-15,2,100,156,64.74359130859375
2024-03-16,14,71.428573608398,532,66.35337829589844
2024-03-17,16,81.25,368,66.57608795166016
2024-03-18,1,0,38,68.42105102539062
2024-03-19,0,0,36,86.1111068725586
2024-03-20,1,100,41,70.73170471191406
2024-03-21,3,100,31,67.74193572998047
2024-03-22,0,0,43,69.76744079589844
2024-03-23,4,75,285,64.21052551269531
2024-03-24,4,50,172,63.953487396240234
2024-03-25,2,100,33,69.69696807861328
2024-03-26,2,50,43,69.76744079589844
2024-03-27,1,100,52,76.92308044433594
2024-03-28,0,0,66,60.60606384277344
2024-03-29,10,60.000003814697,207,70.5313949584961
2024-03-30,14,85.714286804199,430,65.81394958496094
2024-03-31,9,77.777778625488,240,65
2024-04-01,4,100,222,69.81981658935547
2024-04-02,6,83.33332824707,71,81.69013977050781
2024-04-03,6,66.66667175293,129,70.54263305664062
2024-04-04,5,80,65,72.30769348144531
2024-04-05,8,87.5,152,71.71052551269531
2024-04-06,10,70,482,66.80497741699219
2024-04-07,14,78.571426391602,433,69.05311584472656
2024-04-08,1,0,77,63.6363639831543
2024-04-09,2,0,74,66.21621704101562
2024-04-10,2,100,67,67.16417694091797
2024-04-11,1,0,40,60.000003814697266
2024-04-12,4,50,129,62.0155029296875
2024-04-13,22,72.727272033691,489,67.0756607055664
2024-04-14,9,77.777778625488,390,66.4102554321289
2024-04-15,6,100,97,69.0721664428711
2024-04-16,3,33.333335876465,85,65.88235473632812
2024-04-17,3,100,84,59.523807525634766
2024-04-18,3,100,63,73.01587677001953
2024-04-19,9,55.555557250977,164,65.243896484375
2024-04-20,13,100,498,69.6787109375
2024-04-21,12,91.66667175293,393,67.17557525634766
2024-04-22,1,100,73,64.38356018066406
2024-04-23,2,50,74,71.62162017822266
2024-04-24,3,66.66667175293,84,70.23809814453125
2024-04-25,0,0,48,68.75
2024-04-26,2,100,147,61.904762268066406
2024-04-27,12,83.33332824707,410,70.48780059814453
2024-04-28,10,100,425,66.5882339477539
2024-04-29,6,33.333335876465,84,60.71428680419922
2024-04-30,0,0,42,71.42857360839844
2024-05-01,2,50,87,71.26436614990234
2024-05-02,3,66.66667175293,50,64
2024-05-03,4,75,189,72.48677062988281
2024-05-04,12,91.66667175293,410,66.82926940917969
2024-05-05,14,71.428573608398,321,65.73208618164062
2024-05-06,4,100,106,66.03773498535156
2024-05-07,2,100,46,52.173912048339844
2024-05-08,3,66.66667175293,66,66.66667175292969
2024-05-09,1,100,60,71.66666412353516
2024-05-10,6,83.33332824707,155,60.000003814697266
2024-05-11,11,63.636363983154,369,68.56369018554688
2024-05-12,11,72.727272033691,383,64.2297592163086
2024-05-13,4,100,76,65.78947448730469
2024-05-14,2,50,50,64
2024-05-15,2,100,91,74.72527313232422
2024-05-16,5,60.000003814697,94,78.72340393066406
2024-05-17,3,0,136,69.11764526367188
2024-05-18,7,100,323,65.0154800415039
2024-05-19,12,58.333332061768,341,62.75659942626953
2024-05-20,5,40,95,67.36842346191406
2024-05-21,4,50,76,69.73684692382812
2024-05-22,1,0,53,69.81131744384766
2024-05-23,0,0,46,67.39130401611328
2024-05-24,4,50,92,67.39130401611328
2024-05-25,6,66.66667175293,291,64.94844818115234
2024-05-26,9,88.888893127441,299,65.55184173583984
2024-05-27,0,0,64,71.875
2024-05-28,3,100,55,60.000003814697266
2024-05-29,0,0,30,76.66666412353516
2024-05-30,2,0,42,69.04761505126953
2024-05-31,2,100,69,52.173912048339844
2024-06-01,4,100,168,69.64286041259766
2024-06-02,10,70,210,69.52381134033203
2024-06-03,1,100,36,72.22222137451172
2024-06-04,2,50,15,60.000003814697266
2024-06-05,1,0,25,68
2024-06-06,3,33.333335876465,28,60.71428680419922
2024-06-07,2,100,39,61.5384635925293
2024-06-08,4,25,104,67.30769348144531
2024-06-09,11,72.727272033691,115,66.9565200805664
2024-06-10,0,0,19,73.68421173095703
2024-06-11,1,100,41,80.48780822753906
2024-06-12,0,0,40,62.5
2024-06-13,0,0,41,70.73170471191406
2024-06-14,3,100,48,72.91667175292969
2024-06-15,5,80,136,75.73529815673828
2024-06-16,7,57.142860412598,152,68.42105102539062
2024-06-17,1,0,15,60.000003814697266
2024-06-18,3,100,28,64.28571319580078
2024-06-19,5,60.000003814697,59,62.71186447143555
2024-06-20,3,0,51,64.70588684082031
2024-06-21,0,0,32,75
2024-06-22,5,80,115,68.6956558227539
2024-06-23,11,81.818183898926,130,66.9230728149414
2024-06-24,2,100,23,65.21739196777344
2024-06-25,2,50,32,59.375
2024-06-26,3,66.66667175293,61,67.2131118774414
2024-06-27,0,0,36,72.22222137451172
2024-06-28,6,66.66667175293,49,65.30612182617188
2024-06-29,5,100,119,64.70588684082031
2024-06-30,7,71.428573608398,131,67.93892669677734
2024-07-01,2,100,25,68
2024-07-02,1,100,19,73.68421173095703
2024-07-03,1,100,43,55.81395721435547
2024-07-04,0,0,53,69.81131744384766
2024-07-05,1,100,39,71.79487609863281
2024-07-06,8,62.5,111,65.7657699584961
2024-07-07,10,70,133,67.66917419433594
2024-07-08,3,66.66667175293,29,68.96551513671875
2024-07-09,1,100,29,65.51724243164062
2024-07-10,2,100,32,71.875
2024-07-11,1,0,45,62.222225189208984
2024-07-12,2,0,43,60.46511459350586
2024-07-13,3,66.66667175293,133,66.16541290283203
2024-07-14,11,54.545455932617,148,60.81081008911133
2024-07-15,2,50,16,62.5
2024-07-16,1,100,21,71.42857360839844
2024-07-17,2,100,29,82.75862121582031
2024-07-18,2,50,67,64.17910766601562
2024-07-19,5,100,61,75.40983581542969
2024-07-20,7,57.142860412598,183,63.93442916870117
2024-07-21,5,80,201,69.15422821044922
2024-07-22,3,100,39,66.66667175292969
2024-07-23,3,100,38,65.78947448730469
2024-07-24,2,100,36,72.22222137451172
2024-07-25,4,50,76,72.36841583251953
2024-07-26,4,100,95,71.57894897460938
2024-07-27,7,57.142860412598,204,73.03921508789062
2024-07-28,8,62.5,188,67.55319213867188
2024-07-29,2,100,36,69.44444274902344
2024-07-30,1,0,34,82.35294342041016
2024-07-31,1,100,54,70.37036895751953
2024-08-01,2,50,66,72.7272720336914
2024-08-02,3,66.66667175293,95,71.57894897460938
2024-08-03,5,60.000003814697,239,66.1087875366211
2024-08-04,4,100,255,69.01960754394531
2024-08-05,5,80,45,73.33333587646484
2024-08-06,3,66.66667175293,42,69.04761505126953
2024-08-07,0,0,33,72.7272720336914
2024-08-08,3,66.66667175293,57,59.64912033081055
2024-08-09,2,100,149,69.12751770019531
2024-08-10,10,40,353,66.57223510742188
2024-08-11,6,66.66667175293,314,65.92356872558594
2024-08-12,3,66.66667175293,67,64.17910766601562
2024-08-13,1,100,60,71.66666412353516
2024-08-14,0,0,24,62.5
2024-08-15,2,100,56,64.28571319580078
2024-08-16,4,75,131,64.885498046875
2024-08-17,2,50,383,67.88511657714844
2024-08-18,6,50,312,66.66667175292969
2024-08-19,0,0,63,69.84127044677734
2024-08-20,1,100,84,69.04761505126953
2024-08-21,1,100,65,61.5384635925293
2024-08-22,3,100,69,68.1159439086914
2024-08-23,2,50,161,72.67080688476562
2024-08-24,9,66.66667175293,451,62.97117614746094
2024-08-25,8,62.5,395,66.58228302001953
2024-08-26,2,100,151,73.50993347167969
2024-08-27,3,0,51,70.5882339477539
2024-08-28,2,50,42,64.28571319580078
2024-08-29,1,100,67,61.19403076171875
2024-08-30,3,100,154,70.12986755371094
2024-08-31,7,71.428573608398,407,71.00736999511719
2024-09-01,6,66.66667175293,408,66.9117660522461
2024-09-02,0,0,57,59.64912033081055
2024-09-03,0,0,46,71.73912811279297
2024-09-04,0,0,17,64.70588684082031
2024-09-05,5,40,33,63.6363639831543
2024-09-06,3,66.66667175293,52,67.30769348144531
2024-09-07,6,83.33332824707,264,65.1515121459961
2024-09-08,9,77.777778625488,196,69.38775634765625
2024-09-09,0,0,33,90.90909576416016
2024-09-10,3,66.66667175293,62,77.41934967041016
2024-09-11,0,0,48,70.83332824707031
2024-09-12,2,50,35,68.5714340209961
2024-09-13,6,66.66667175293,143,66.43356323242188
2024-09-14,10,50,442,65.6108627319336
2024-09-15,11,45.45454788208,394,63.451778411865234
2024-09-16,6,66.66667175293,100,68
2024-09-17,6,83.33332824707,62,77.41934967041016
2024-09-18,1,100,87,62.06896209716797
2024-09-19,1,100,78,65.38461303710938
2024-09-20,2,100,166,62.650604248046875
2024-09-21,11,45.45454788208,470,63.40425491333008
2024-09-22,11,90.90909576416,402,69.90049743652344
2024-09-23,3,100,98,68.36734771728516
2024-09-24,3,100,93,77.41934967041016
2024-09-25,6,50,95,66.31578826904297
2024-09-26,2,50,62,69.3548355102539
2024-09-27,6,83.33332824707,185,61.62162399291992
2024-09-28,25,68,501,67.06587219238281
2024-09-29,23,69.565216064453,394,70.3045654296875
2024-09-30,3,100,82,57.317073822021484
2024-10-01,4,50,67,62.68656921386719
2024-10-02,5,40,59,54.23728942871094
2024-10-03,7,71.428573608398,79,63.2911376953125
2024-10-04,4,100,122,72.13114166259766
2024-10-05,10,70,454,64.09691619873047
2024-10-06,14,57.142860412598,374,70.5882339477539
2024-10-07,0,0,39,76.92308044433594
2024-10-08,0,0,26,50
2024-10-09,1,100,18,66.66667175292969
2024-10-10,3,100,32,62.5
2024-10-11,4,75,72,56.94444274902344
2024-10-12,4,75,200,65
2024-10-13,3,100,151,70.19866943359375
2024-10-14,5,60.000003814697,37,62.16216278076172
2024-10-15,3,66.66667175293,34,58.82353210449219
2024-10-16,1,100,34,64.70588684082031
2024-10-17,1,100,33,69.69696807861328
2024-10-18,5,60.000003814697,171,74.26901245117188
2024-10-19,15,73.333335876465,513,68.22611999511719
2024-10-20,13,69.230773925781,324,62.65432357788086
2024-10-21,3,100,76,64.47368621826172
2024-10-22,2,100,129,64.3410873413086
2024-10-23,6,50,101,70.29703521728516
2024-10-24,5,60.000003814697,72,75
2024-10-25,8,62.5,160,70.625
2024-10-26,14,78.571426391602,498,67.67068481445312
2024-10-27,13,76.923080444336,358,64.52513885498047
2024-10-28,5,80,74,63.513511657714844
2024-10-29,1,0,84,72.6190414428711
2024-10-30,2,100,72,69.44444274902344
2024-10-31,1,0,32,81.25
2024-11-01,3,66.66667175293,147,69.38775634765625
2024-11-02,17,82.35294342041,471,67.72824096679688
2024-11-03,19,68.421051025391,364,69.78022003173828
2024-11-04,3,66.66667175293,78,75.64102172851562
2024-11-05,1,0,62,62.90322494506836
2024-11-06,4,50,57,68.42105102539062
2024-11-07,8,87.5,73,67.123291015625
2024-11-08,7,71.428573608398,155,62.58064651489258
2024-11-09,14,85.714286804199,504,68.45238494873047
2024-11-10,22,72.727272033691,357,68.06723022460938
2024-11-11,1,100,40,77.5
2024-11-12,0,0,29,62.06896209716797
2024-11-13,2,50,14,64.28571319580078
2024-11-14,4,75,31,67.74193572998047
2024-11-15,4,100,61,63.93442916870117
2024-11-16,7,71.428573608398,201,65.17412567138672
2024-11-17,7,57.142860412598,95,56.842105865478516
2024-11-18,3,66.66667175293,27,66.66667175292969
2024-11-19,4,50,48,54.16666793823242
2024-11-20,3,33.333335876465,51,64.70588684082031
2024-11-21,3,100,31,70.96774291992188
2024-11-22,8,62.5,114,64.03508758544922
2024-11-23,22,68.181816101074,370,63.513511657714844
2024-11-24,9,77.777778625488,265,64.9056625366211
2024-11-25,3,100,58,75.86206817626953
2024-11-26,7,85.714286804199,99,61.61616516113281
2024-11-27,5,80,73,57.53424835205078
2024-11-28,6,83.33332824707,61,67.2131118774414
2024-11-29,3,66.66667175293,105,61.904762268066406
2024-11-30,16,75,375,64.26666259765625
2024-12-01,9,66.66667175293,273,63.73626708984375
2024-12-02,2,100,50,62
2024-12-03,1,100,64,70.3125
2024-12-04,3,100,69,69.56521606445312
2024-12-05,4,50,35,68.5714340209961
2024-12-06,4,75,92,66.30435180664062
2024-12-07,18,66.66667175293,296,71.28378295898438
2024-12-08,13,76.923080444336,245,70.61224365234375
2024-12-09,1,100,61,67.2131118774414
2024-12-10,4,75,51,60.78431701660156
2024-12-11,4,100,42,71.42857360839844
2024-12-12,6,83.33332824707,48,66.66667175292969
2024-12-13,1,100,86,61.627906799316406
2024-12-14,12,58.333332061768,319,65.20376586914062
2024-12-15,15,60.000003814697,184,68.47826385498047
2024-12-16,3,66.66667175293,32,68.75
2024-12-17,2,100,45,71.11111450195312
2024-12-18,2,100,23,65.21739196777344
2024-12-19,3,33.333335876465,45,57.77777862548828
2024-12-20,2,100,77,67.532470703125
2024-12-21,10,70,236,70.33898162841797
2024-12-22,8,75,142,70.42253875732422
2024-12-23,3,66.66667175293,30,73.33333587646484
2024-12-26,5,60.000003814697,158,64.55696105957031
2024-12-27,1,0,22,68.18181610107422
2024-12-28,3,66.66667175293,63,69.84127044677734
2024-12-29,4,75,107,68.22429656982422
2024-12-30,2,0,24,50
2024-12-31,0,0,12,75
2025-01-01,1,100,91,64.83516693115234
2025-01-02,1,100,15,73.33333587646484
2025-01-03,1,100,29,62.06896209716797
2025-01-04,6,100,143,65.03496551513672
2025-01-05,6,66.66667175293,84,63.095237731933594
2025-01-06,1,100,29,79.31034851074219
2025-01-07,1,100,23,60.869564056396484
2025-01-08,0,0,23,47.826087951660156
2025-01-09,1,0,11,63.6363639831543
2025-01-10,2,50,65,70.76923370361328
2025-01-11,8,62.5,191,71.20419311523438
2025-01-12,11,54.545455932617,143,63.6363639831543
2025-01-13,3,66.66667175293,26,61.5384635925293
2025-01-14,2,50,42,76.19047546386719
2025-01-15,4,75,58,74.13793182373047
2025-01-16,2,100,28,71.42857360839844
2025-01-17,3,33.333335876465,87,55.17241287231445
2025-01-18,10,70,295,66.10169219970703
2025-01-19,8,87.5,214,66.35514068603516
2025-01-20,2,50,46,63.043479919433594
2025-01-21,3,100,70,70
2025-01-22,6,33.333335876465,81,65.43209838867188
2025-01-23,4,25,58,50
2025-01-24,2,50,96,71.875
2025-01-25,13,53.846157073975,345,64.92753601074219
